nom,leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
Alfred Dreyfus,LH/803/61,1859-10-09T00:00:00Z,Mulhouse,Point(7.339166666 47.748611111),1935-07-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Georges Cuvier,LH/643/10,1769-08-23T00:00:00Z,Montbéliard,Point(6.798333333 47.509722222),1832-05-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jacques de Reinach,LH/2288/38,1840-04-17T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),1892-11-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Joseph Reinach,LH/2288/39,1856-09-30T00:00:00Z,Paris,Point(2.351388888 48.856944444),1921-04-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Élie Metchnikoff,LH/1848/3,1845-05-15T00:00:00Z,Kharkiv,Point(36.229166666 50.0),1916-07-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Élie Metchnikoff,LH/1848/3,1845-05-15T00:00:00Z,Kharkiv,Point(36.229166666 50.0),1916-07-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Илья Ильич Мечников,LH/1848/3,1845-05-15T00:00:00Z,Kharkiv,Point(36.229166666 50.0),1916-07-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Илья Ильич Мечников,LH/1848/3,1845-05-15T00:00:00Z,Kharkiv,Point(36.229166666 50.0),1916-07-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Paul Reclus,LH/2281/44,1847-03-07T00:00:00Z,Orthez,Point(-0.770833333 43.488055555),1914-07-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Fernand Pelez,LH/2082/50,1848-01-18T00:00:00Z,ancien 2e arrondissement de Paris,Point(2.340506 48.872674),1913-08-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Fernand Pelez,LH/2082/50,1843-01-18T00:00:00Z,ancien 2e arrondissement de Paris,Point(2.340506 48.872674),1913-08-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Raymond Sabouraud,19800035/565/64356,1864-11-24T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1938-04-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Daumesnil,LH/667/84,1776-07-14T00:00:00Z,Périgueux,Point(0.718055555 45.184166666),1832-08-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis Pierre Alexis Pothuau,LH/2206/25,1815-12-30T00:00:00Z,Paris,Point(2.351388888 48.856944444),1882-10-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis Pierre Alexis Pothuau,LH/2206/25,1815-10-28T00:00:00Z,Paris,Point(2.351388888 48.856944444),1882-10-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Pelet,LH/2082/47,1759-02-23T00:00:00Z,Saint-Jean-du-Gard,Point(3.886111111 44.104722222),1842-01-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-François Berruyer,LH/205/48,1741-10-06T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1804-04-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François-Louis Français,LH/1023/24,1814-11-17T00:00:00Z,Plombières-les-Bains,Point(6.463055555 47.966388888),1897-05-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François-Louis Français,LH/1023/24,1814-11-17T00:00:00Z,Plombières-les-Bains,Point(6.463055555 47.966388888),1897-05-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Henri Lavedan,19800035/267/35629,1859-04-09T00:00:00Z,Orléans,Point(1.904166666 47.902222222),1940-09-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émilien de Nieuwerkerke,LH/2779/1,1811-04-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1892-01-16T00:00:00Z,Italie,Point(12.5 42.5)
Edmond de Goncourt,LH/1327/53,1822-05-26T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1896-07-16T00:00:00Z,maison d'Alphonse Daudet,Point(2.40815 48.6854)
Henri Lehmann,LH/1567/3,1814-04-14T00:00:00Z,Kiel,Point(10.139444444 54.323333333),1882-03-30T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666)
Ludovic Savatier,LH/2471/47,1830-10-19T00:00:00Z,île d'Oléron,Point(-1.3 45.9),1891-08-25T00:00:00Z,île d'Oléron,Point(-1.3 45.9)
Louis Ratisbonne,LH/2269/71,1827-07-29T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1900-09-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Eugène Joseph Verboeckhoven,LH/2686/33,1799-06-08T00:00:00Z,Warneton,Point(2.9306 50.7517),1881-01-19T00:00:00Z,Schaerbeek,Point(4.373611111 50.8675)
Camille de Montalivet,LH/86/65,1801-04-25T00:00:00Z,Valence,Point(4.890833333 44.9325),1880-01-04T00:00:00Z,château de Lagrange-Montalivet,Point(2.9003 47.2722)
Marguerite Perey,19800035/1297/49920,1909-10-19T00:00:00Z,Villemomble,Point(2.511111111 48.890277777),1975-05-13T00:00:00Z,Louveciennes,Point(2.116388888 48.860277777)
Émile Cartailhac,19800035/243/32381,1845-02-15T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1921-11-26T00:00:00Z,Genève,Point(6.15 46.2)
Émile Bayard,LH/148/9,1837-11-02T00:00:00Z,La Ferté-sous-Jouarre,Point(3.129444444 48.949166666),1891-01-01T00:00:00Z,Le Caire,Point(31.239444444 30.056111111)
Émile Bayard,LH/148/9,1837-11-02T00:00:00Z,La Ferté-sous-Jouarre,Point(3.129444444 48.949166666),1891-12-06T00:00:00Z,Le Caire,Point(31.239444444 30.056111111)
Émile Bayard,LH/148/9,1837-01-01T00:00:00Z,La Ferté-sous-Jouarre,Point(3.129444444 48.949166666),1891-01-01T00:00:00Z,Le Caire,Point(31.239444444 30.056111111)
Émile Bayard,LH/148/9,1837-01-01T00:00:00Z,La Ferté-sous-Jouarre,Point(3.129444444 48.949166666),1891-12-06T00:00:00Z,Le Caire,Point(31.239444444 30.056111111)
René Courtin,19800035/585/66350,1900-07-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-07-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-05-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-07-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-05-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-07-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-07-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-05-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-07-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-05-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-05-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
René Courtin,19800035/585/66350,1900-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1964-05-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Léonard-Léopold Forgemol de Bostquénard,LH/999/15,1821-09-17T00:00:00Z,Azerables,Point(1.476944444 46.353888888),1897-11-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Émile Levasseur,LH/1624/86,1828-12-08T00:00:00Z,Paris,Point(2.351388888 48.856944444),1911-07-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis Marie de Milet de Mureau,LH/1875/64,1756-01-01T00:00:00Z,Toulon,Point(5.930555555 43.125),1825-05-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis Marie de Milet de Mureau,LH/1875/64,1751-06-26T00:00:00Z,Toulon,Point(5.930555555 43.125),1825-05-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Claude-Auguste Lamy,LH/1463/29,1820-06-15T00:00:00Z,Ney,Point(5.886666666 46.735833333),1878-03-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Hilaire de Chardonnet,LH/203/36,1839-05-01T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1924-03-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alexandre-Émile Béguyer de Chancourtois,LH/164/66,1820-01-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1886-11-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis-Camille Maillard,LH/1693/14,1878-02-04T00:00:00Z,Pont-à-Mousson,Point(6.054166666 48.904444444),1936-05-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Joseph Bienaimé Caventou,LH/455/68,1795-06-30T00:00:00Z,Saint-Omer,Point(2.260833333 50.748333333),1877-05-05T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Jean Robiquet,LH/2356/49,1780-01-13T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1840-04-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Adet,LH/8/27,1763-05-17T00:00:00Z,Nevers,Point(3.156666666 46.9925),1834-03-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Auguste Adet,LH/8/27,1763-05-17T00:00:00Z,Nevers,Point(3.156666666 46.9925),1834-03-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Eugène-Melchior Péligot,LH/2082/61,1811-02-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1890-04-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Ernest Mallard,LH/1708/14,1833-02-04T00:00:00Z,Châteauneuf-sur-Cher,Point(2.316388888 46.8575),1894-07-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Auguste Darzens,19800035/65/8014,1867-07-12T00:00:00Z,Moscou,Point(37.617777777 55.755833333),1954-09-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Gaston Tissandier,LH/2609/11,1843-11-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1899-08-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Adolphe Carnot,LH/430/44,1839-01-27T00:00:00Z,Paris,Point(2.351388888 48.856944444),1920-06-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Paul Baudry,LH/143/60,1828-11-07T00:00:00Z,La Roche-sur-Yon,Point(-1.427777777 46.669722222),1886-01-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jules Claretie,LH/542/33,1840-12-03T00:00:00Z,Limoges,Point(1.261666666 45.834444444),1913-12-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Guy-Victor Duperré,LH/851/27,1775-02-20T00:00:00Z,La Rochelle,Point(-1.151388888 46.159444444),1846-11-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Camille Armand Jules Marie de Polignac,LH/2192/16,1832-02-16T00:00:00Z,Millemont,Point(1.744444444 48.809444444),1913-11-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Maurice Caullery,19800035/160/20559,1868-09-05T00:00:00Z,Bergues,Point(2.434166666 50.968611111),1958-07-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Malo de Lameth,LH/2788/40,1757-10-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1832-12-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Malo François Lameth,LH/2788/40,1757-10-05T00:00:00Z,Paris,Point(2.351388888 48.856944444),1832-12-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Clément Juglar,LH/1386/57,1819-10-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1905-02-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Drouet d'Erlon,LH/806/42,1765-07-29T00:00:00Z,Reims,Point(4.028611111 49.265277777),1844-01-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Raoul Combes,19800035/666/76537,1883-01-15T00:00:00Z,Castelfranc,Point(1.222777777 44.501111111),1964-02-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Georges Hayem,LH/1274/23,1841-11-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1933-08-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
James de Rothschild,LH/2387/35,1792-05-15T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),1868-11-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Cartellier,LH/437/62,1757-12-02T00:00:00Z,Paris,Point(2.351388888 48.856944444),1831-06-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Victor Laloux,LH/1452/70,1850-11-15T00:00:00Z,Tours,Point(0.688333333 47.392777777),1937-07-13T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre-Simon Ballanche,LH/98/41,1776-08-04T00:00:00Z,Lyon,Point(4.841388888 45.758888888),1847-06-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jacques Félix Emmanuel Hamelin,LH/1262/7,1768-10-13T00:00:00Z,Honfleur,Point(0.233055555 49.418888888),1839-04-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Arthur Tristan Languedoc de Noailles,LH/1994/7,1771-02-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1834-02-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles-Arthur-Tristan Languedoc de Noailles,LH/1994/7,1771-02-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1834-02-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Edmond Perrier,LH/2108/15,1844-05-09T00:00:00Z,Tulle,Point(1.772222222 45.265833333),1921-07-31T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Gustave Geffroy,19800035/105/13169,1855-06-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1926-04-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Léon Charles Thévenin,19800035/211/27634,1857-03-30T00:00:00Z,Meaux,Point(2.887777777 48.959444444),1926-09-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Fernand Foureau,LH/1012/12,1850-10-17T00:00:00Z,Saint-Barbant,Point(0.849444444 46.171944444),1914-01-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Mazeau,LH/1811/3,1825-09-01T00:00:00Z,Dijon,Point(5.041944444 47.323055555),1905-02-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Anicet Charles Gabriel Lemonnier,LH/1583/50,1743-06-06T00:00:00Z,Rouen,Point(1.1025 49.443055555),1824-08-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Éleuthère Mascart,LH/1774/34,1837-02-20T00:00:00Z,Quarouble,Point(3.623055555 50.388888888),1908-08-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis Puissant,LH/2239/64,1769-09-22T00:00:00Z,Le Châtelet-en-Brie,Point(2.789444444 48.503055555),1843-01-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Lucien Lacaze,19800035/87/10869,1860-06-22T00:00:00Z,Pierrefonds,Point(2.980277777 49.351111111),1955-03-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Alfred Bruneau,LH/381/78,1857-03-03T00:00:00Z,Paris,Point(2.351388888 48.856944444),1934-06-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Antoine François Huber,LH/1315/35,1775-12-20T00:00:00Z,Saint-Wendel,Point(7.166666666 49.466666666),1832-04-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Camille Erlanger,LH/900/62,1863-05-25T00:00:00Z,Paris,Point(2.351388888 48.856944444),1919-04-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Théodore Deck,LH/683/32,1823-01-02T00:00:00Z,Guebwiller,Point(7.210277777 47.9075),1891-05-15T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ricciotto Canudo,LH/420/28,1877-01-02T00:00:00Z,Gioia del Colle,Point(16.933333333 40.8),1923-11-10T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Louis-Antoine Beaunier,LH/156/74,1779-01-15T00:00:00Z,Melun,Point(2.659166666 48.539722222),1835-08-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Baptiste Jourdan,LH/1381/74,1762-04-29T00:00:00Z,Limoges,Point(1.261666666 45.834444444),1833-11-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean-Louis-Ébénézer Reynier,LH/2312/76,1771-01-14T00:00:00Z,Lausanne,Point(6.633333333 46.533333333),1814-02-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles-François Daubigny,LH/665/84,1817-02-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1878-02-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Colin,LH/563/70,1832-06-02T00:00:00Z,Cherbourg,Point(-1.6 49.63333333),1881-07-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Narcisse Fournier,LH/1017/66,1803-11-24T00:00:00Z,Paris,Point(2.351388888 48.856944444),1880-04-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Théodore Dubois,LH/811/49,1837-08-24T00:00:00Z,Rosnay,Point(3.860833333 49.253611111),1924-06-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Bernard Jauréguiberry,LH/1358/23,1815-08-26T00:00:00Z,Bayonne,Point(-1.476388888 43.4925),1887-10-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Jean Bernard Jauréguiberry,LH/1358/23,1815-08-26T00:00:00Z,Bayonne,Point(-1.476388888 43.4925),1887-10-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Marc Boegner,19800035/1044/20411,1881-02-21T00:00:00Z,Épinal,Point(6.451666666 48.173611111),1970-12-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Ulysse Gémignani,19800035/1189/37552,1906-12-21T00:00:00Z,Paris,Point(2.351388888 48.856944444),1973-01-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Nicolas Oudinot,LH/2027/2,1791-11-09T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666),1863-06-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Nicolas Oudinot,LH/2027/2,1791-11-03T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666),1863-06-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Oudinot,LH/2027/2,1791-11-09T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666),1863-06-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Charles Oudinot,LH/2027/2,1791-11-03T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666),1863-06-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
François Magendie,LH/1684/51,1783-10-06T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1855-10-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Bernard,19800035/1463/69262,1868-04-28T00:00:00Z,Lille,Point(3.0575 50.631944444),1941-04-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Pierre Auguste Cot,LH/600/20,1837-02-17T00:00:00Z,Bédarieux,Point(3.158805555 43.615930555),1883-08-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Michel-Eugène Chevreul,LH/526/27,1786-08-31T00:00:00Z,Angers,Point(-0.555555555 47.472777777),1889-04-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Mortier,C/0/41,1768-02-13T00:00:00Z,Le Cateau-Cambrésis,Point(3.541111111 50.105277777),1835-07-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Adolphe Casimir Joseph Mortier,C/0/41,1768-02-13T00:00:00Z,Le Cateau-Cambrésis,Point(3.541111111 50.105277777),1835-07-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard André,LH/34/52,1833-12-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1894-07-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Brissaud,LH/368/19,1852-04-15T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1909-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Branly,LH/351/94,1844-10-23T00:00:00Z,Amiens,Point(2.297777777 49.891944444),1940-03-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Caspari,LH/441/33,1840-09-13T00:00:00Z,Sainte-Marie-aux-Mines,Point(7.183888888 48.246666666),1918-03-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Colonne,LH/573/71,1838-07-23T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1910-03-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Debat-Ponsan,LH/677/16,1847-04-25T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1913-01-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Drouyn de Lhuys,LH/807/49,1805-11-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1881-03-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Goursat,19800035/294/39547,1858-05-21T00:00:00Z,Lanzac,Point(1.482777777 44.874166666),1936-11-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Hospitalier,LH/1309/29,1852-08-01T00:00:00Z,Sedan,Point(4.940277777 49.701944444),1907-03-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Louis Trouessart,LH/2634/11,1842-08-25T00:00:00Z,Angers,Point(-0.555555555 47.472777777),1927-06-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Nanny,19800035/1478/71593,1872-03-24T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888),1942-10-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Risler,LH/2337/65,1873-02-23T00:00:00Z,Baden-Baden,Point(8.240833333 48.761944444),1929-07-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Lefebvre de Laboulaye,LH/1547/64,1811-01-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1883-05-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Rosset-Granger,19800035/209/27354,1853-07-09T00:00:00Z,Vincennes,Point(2.439166666 48.847777777),1934-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Rosset-Granger,19800035/209/27354,1853-07-09T00:00:00Z,Vincennes,Point(2.439166666 48.847777777),1934-07-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard Schuré,LH/2487/47,1841-01-21T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),1929-04-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Édouard de Verneuil,LH/2212/46,1805-02-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1873-05-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Élie-Abel Carrière,LH/436/32,1818-06-04T00:00:00Z,May-en-Multien,Point(3.021388888 49.071666666),1896-08-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Élie Cartan,LH/437/47,1869-04-09T00:00:00Z,Dolomieu,Point(5.499166666 45.610833333),1951-05-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Élie Faure,LH/940/63,1873-04-04T00:00:00Z,Sainte-Foy-la-Grande,Point(0.217222222 44.840555555),1937-10-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Élie Faure,LH/940/63,1873-04-04T00:00:00Z,Sainte-Foy-la-Grande,Point(0.217222222 44.840555555),1937-10-30T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Auguste Léon Hourst,19800035/444/59415,1864-05-20T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1940-01-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Auguste François Zurlinden,LH/2770/40,1837-11-03T00:00:00Z,Colmar,Point(7.355 48.081111111),1929-03-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Blavet,LH/256/19,1838-02-14T00:00:00Z,Cournonterral,Point(3.71895 43.557758333),1924-11-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Blémont,LH/2127/14,1839-07-17T00:00:00Z,Paris,Point(2.351388888 48.856944444),1927-02-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Boutmy,LH/340/85,1835-04-13T00:00:00Z,Paris,Point(2.351388888 48.856944444),1906-01-25T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Boutroux,LH/341/33,1845-07-28T00:00:00Z,Montrouge,Point(2.321111111 48.816388888),1921-11-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
Émile Bréhier,19800035/7/801,1876-04-12T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666),1952-02-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
