leonoreid,images
LH/730/50,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Louis-Charles%20Deneux%20Wellcome%20M0016223.jpg
LH/268/10,http://commons.wikimedia.org/wiki/Special:FilePath/Prise%20d%27arme%20%C3%A0%20Nancy%20en%201929%20-%20le%20g%C3%A9n%C3%A9ral%20Boichut%20d%C3%A9core%20le%20g%C3%A9n%C3%A9ral%20P%C3%A9net.jpg
19800035/1286/48455,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Chadel%20%281870-1941%29.jpg
LH/170/34,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20du%20baron%20de%20Bellegarde%2C%20maire%20de%20Toulouse.jpg
LH/2505/17,http://commons.wikimedia.org/wiki/Special:FilePath/Serpaggi%2C%20Andr%C3%A9%20%28Le%20Turco%2C%201896-12-25%29.jpg
LH/772/7,http://commons.wikimedia.org/wiki/Special:FilePath/111-SC-16320%20-%20NARA%20-%2055192742%20%28didelot%29.jpg
LH/1765/65,http://commons.wikimedia.org/wiki/Special:FilePath/Meurisse%20-%20William%20Martin.jpg
LH/308/39,http://commons.wikimedia.org/wiki/Special:FilePath/Boudet%2C%20Henri%20Amable%20%28Monde%20illustr%C3%A9%2C%201885-10-03%29.jpg
LH/717/22,http://commons.wikimedia.org/wiki/Special:FilePath/Deloncle%2C%20Louis.jpg
LH/1010/3,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Beno%C3%AEt%20Fouques-Duparc%20%281772-1838%29.jpg
19800035/565/64379,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph-Salmon.jpg
LH/2453/34,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Sancy.jpg
LH/175/78,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20vuillard%2C%20andr%C3%A9%20b%C3%A9nac%2C%201936.jpg
LH/1392/42,http://commons.wikimedia.org/wiki/Special:FilePath/Abb%C3%A9%20Auguste%20Juteau.png
19800035/902/5484,http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20Paul%20Alexandre%20%281909%29.jpg
LH/1766/19,http://commons.wikimedia.org/wiki/Special:FilePath/Baron%20de%20Malaret%2C%20ambassadeur.jpg
19800035/1327/53681,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Darbois%20CIPB1880.jpg
LH/2765/14,http://commons.wikimedia.org/wiki/Special:FilePath/Demetrius%20Alexandre%20Zambaco-Pacha.jpg
19800035/1285/48309,http://commons.wikimedia.org/wiki/Special:FilePath/L%27Acad%C3%A9mie%20de%20Rouen%20c.1935%2C%20Robert%20Antoine%20Pinchon%2C%20third%20row%2C%20right.jpg
LH/2495/23,http://commons.wikimedia.org/wiki/Special:FilePath/Florentin%20Seilli%C3%A8re.jpg
LH/2617/74,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Tourdes.jpg
LH/2524/62,http://commons.wikimedia.org/wiki/Special:FilePath/Simond%2C%20Valentin.jpg
LH/82/66,http://commons.wikimedia.org/wiki/Special:FilePath/Aylies%2C%20Charles.jpg
19800035/28/3578,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Roll%2C%20Andr%C3%A9%20Manaut.jpg
19800035/719/81892,http://commons.wikimedia.org/wiki/Special:FilePath/Fabre%2C%20Ren%C3%A9%20J.%20M.%20CIPB1785.jpg
LH/995/5,http://commons.wikimedia.org/wiki/Special:FilePath/Marius%20Fontane%20par%20Alfred%20Choubrac%20N%C2%B0259.jpg
19800035/1370/58325,http://commons.wikimedia.org/wiki/Special:FilePath/Adrien%20Rey-Golliet.jpg
LH/2038/11,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Pajot.jpg
LH/2538/23,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Jules%20Soufflot%20de%20Magny%20et%20de%20Palotte.png
LH/1572/69,http://commons.wikimedia.org/wiki/Special:FilePath/Une%20le%C3%A7on%20clinique%20%C3%A0%20la%20Salp%C3%AAtri%C3%A8re.jpg
LH/2285/12,http://commons.wikimedia.org/wiki/Special:FilePath/Regnauld%2C%20Jules%20Antoine%20%281820-1895%29%20CIPN21603.jpg
LH/2333/4,http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20de%20Larochette.jpg
LH/297/25,http://commons.wikimedia.org/wiki/Special:FilePath/Borie%2C%20Victor%20%28phot.%20Carjat%2C%201865%29.jpg
19800035/1070/23117,http://commons.wikimedia.org/wiki/Special:FilePath/Delannoy-Emile.jpg
19800035/736/83591,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Brulat%2C%201918.jpg
19800035/758/85976,http://commons.wikimedia.org/wiki/Special:FilePath/Mgr%20Rayssac.jpg
LH/51/58,http://commons.wikimedia.org/wiki/Special:FilePath/BelleArmstrongWhitney1918.tif
LH/1091/49,http://commons.wikimedia.org/wiki/Special:FilePath/Gaujot.jpg
LH/1631/5,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Leygue%20from%20Sir%20Benjamin%20Stone%27s%20pictures%20%281906%29%20%2814778603512%29.jpg
LH/2593/58,http://commons.wikimedia.org/wiki/Special:FilePath/Raymond%20Thiolli%C3%A8re%20Paris-Soir%207%2008%201929.png
19800035/1486/72798,http://commons.wikimedia.org/wiki/Special:FilePath/Babonneix%2C%20L%C3%A9on%20Pierre%20CIPB1853.jpg
19800035/760/86355,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Buffault-uniforme%20def.jpg
LH/1194/1,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Gravier%20%281827-1904%29.jpg
LH/648/106,http://commons.wikimedia.org/wiki/Special:FilePath/Dalloz%2C%20Paul.jpg
LH/783/33,http://commons.wikimedia.org/wiki/Special:FilePath/CamilleDognin1880.jpg
LH/1723/44,http://commons.wikimedia.org/wiki/Special:FilePath/Francois%20Achille%20Marbot.jpg
LH/910/38,http://commons.wikimedia.org/wiki/Special:FilePath/Lucien%20Estrine-Jose%20Silbert-IMG%206048.JPG
19800035/1131/29603,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Len%C3%A8gre.jpg
LH/76/25,http://commons.wikimedia.org/wiki/Special:FilePath/Aumerat%20%28Mauritania%2C%201914-02%29.jpg
19800035/147/18680,http://commons.wikimedia.org/wiki/Special:FilePath/Fiaux%2C%20Fran%C3%A7ois%20Louis%20%28phot.%20Marius%29.jpg
LH/1562/38,http://commons.wikimedia.org/wiki/Special:FilePath/Legrand%2C%20Victor.jpeg
LH/2119/32,http://commons.wikimedia.org/wiki/Special:FilePath/Hector%20Pessard%20photogravure%201893.jpg
LH/2019/59,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Opportun.png
LH/1228/45,http://commons.wikimedia.org/wiki/Special:FilePath/Guichard%2C%20Pierre-Auguste-Louis%20%28phot.%20Marius%29.jpg
LH/436/88,http://commons.wikimedia.org/wiki/Special:FilePath/C.%20Carroll%20Tevis%20%28Washington%20C.%20Tevis%29.jpg
19800035/818/93070,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Golliard%20%28vers%201940%29.jpg
LH/2752/28,http://commons.wikimedia.org/wiki/Special:FilePath/Emile-Wertheimer.jpg
LH/1433/38,http://commons.wikimedia.org/wiki/Special:FilePath/Laffitte%2C%20Jules%20%28L%27Illustration%2C%201879-12-06%29.jpg
LH/2152/22,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Andr%C3%A9%20Joseph%20Pierets%20de%20Croonenburgh.jpg
LH/2451/70,http://commons.wikimedia.org/wiki/Special:FilePath/Cl%C3%A9ment%20Salvy%2C%20capitaine%20de%20vaisseau.jpg
LH/851/45,http://commons.wikimedia.org/wiki/Special:FilePath/Dupertuis%20%282%29.jpg
LH/1723/43,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20R%C3%A9my%20Paul%20Marbot.jpg
LH/2098/34,http://commons.wikimedia.org/wiki/Special:FilePath/Perrichont%2C%20Etienne%20%28Panth%C3%A9on%20de%20l%27industrie%2C%201888-12-09%29.jpg
19800035/51/6231,http://commons.wikimedia.org/wiki/Special:FilePath/Abelous%2C%20Jacques%20Emile%20%281864-1940%29%20CIPB1349.jpg
LH/1790/36,http://commons.wikimedia.org/wiki/Special:FilePath/Mathieu%20Deroche.png
LH/648/102,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Augustin%20Dalligny.jpg
19800035/734/83340,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20de%20Grandmaison%2C%20pr%C3%A9sident%20de%20la%20Caisse%20d%27%C3%A9pargne%20de%20Tours.jpg
19800035/269/35938,http://commons.wikimedia.org/wiki/Special:FilePath/Conf%C3%A9rence%20des%20alli%C3%A9s%2C%20commandant%20aviateur%20de%20Malherbe%20%2825%20juillet%201917%2C%20quai%20d%27Orsay%29%20-%20%28photographie%20de%20presse%29%20-%20%28Agence%20Rol%29.jpg
LH/862/21,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odore%20Edmond%20Dupuis%2C%20admiral.png
19800035/1475/70939,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20de%20Dampierre%20%281874-1947%29.png
LH/1697/65,http://commons.wikimedia.org/wiki/Special:FilePath/Mairesse%2C%20Etienne.jpg
LH/404/32,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait-Coralie-Cahen.jpg
LH/9/61,http://commons.wikimedia.org/wiki/Special:FilePath/92929%20Agache-Kuhlmann.jpg
LH/1064/47,http://commons.wikimedia.org/wiki/Special:FilePath/Julie%20Philipault%20-%20Portrait%20of%20Charles-Marie%20Galt%C3%A9.jpg
LH/1159/17,http://commons.wikimedia.org/wiki/Special:FilePath/Godart%2C%20Camille%20%28Farr%C3%A9%29.jpg
LH/248/77,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20Blanc%2C%20secr%C3%A9taire%20g%C3%A9n%C3%A9ral%20du%20Minist%C3%A8re%20de%20l%27Int%C3%A9rieur.jpg
19800035/4/481,http://commons.wikimedia.org/wiki/Special:FilePath/Bezan%C3%A7on%2C%20Fernand%20Jules%20F%C3%A9licien%20CIPB1681.jpg
LH/1267/49,http://commons.wikimedia.org/wiki/Special:FilePath/Dejabin%20Collection%20-%20Mathurin%20Fran%C3%A7ois%20Mathieu%20Hardy%20de%20la%20Larg%C3%A8re%20%281729-1792%29.jpg
LH/1560/36,http://commons.wikimedia.org/wiki/Special:FilePath/Legrand%2C%20Charles%20%28Scherrer%29.jpg
19800035/544/62235,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest-G%C3%A9rard.jpg
LH/15/31,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Master%20Printmaker-%20Adolphe%20Albert%20MET%20DP832925.jpg
19800035/335/45112,http://commons.wikimedia.org/wiki/Special:FilePath/Godefroy%2C%20Eug%C3%A8ne.jpg
LH/849/26,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Dumoustier.jpeg
LH/2234/13,http://commons.wikimedia.org/wiki/Special:FilePath/Prudent%20by%20Tournachon%20Gaspard%20Felix.jpg
LH/2564/29,http://commons.wikimedia.org/wiki/Special:FilePath/Hippolyte%20taine.jpg
LH/870/41,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Carolus-Duran.jpg
19800035/106/13288,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Giraud%201943Jan19.gif
19800035/1230/41876,http://commons.wikimedia.org/wiki/Special:FilePath/Achard%20Harcourt%201936.jpg
19800035/299/40201,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Siegfried.jpg
LH/846/11,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20L%C3%A9on%20Dumont.png
LH/1553/102,http://commons.wikimedia.org/wiki/Special:FilePath/Funeral%20monument%20bust%20of%20Hector%20Lefuel%20-%20FindAGrave%20amy7252%20%28adjusted%29.jpg
LH/161/75,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20Becquerel%20by%20Nadar.jpg
LH/218/40,http://commons.wikimedia.org/wiki/Special:FilePath/Bertrand.jpg
LH/2257/25,http://commons.wikimedia.org/wiki/Special:FilePath/Bischof%20Andreas%20R%C3%A4ss%2C%20Druck%20von%20Gem%C3%A4ldeJS.jpg
LH/2401/65,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Rousseau.jpg
LH/2457/48,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20de%20saporta%20portrait.jpg
LH/2700/17,http://commons.wikimedia.org/wiki/Special:FilePath/VIdal%20de%20la%20Blache%2C%20Paul%2C%20BNF%20Gallica.jpg
LH/549/39,http://commons.wikimedia.org/wiki/Special:FilePath/Mons.%20A%20Cl%C3%A9ment%20Autocar%20Clement-Talbot%20Group.jpg
LH/650/38,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-%C3%89tienne%20Damas.jpg
LH/703/34,http://commons.wikimedia.org/wiki/Special:FilePath/Delaroche%20autoportrait%20fusain%201838.jpg
LH/930/54,http://commons.wikimedia.org/wiki/Special:FilePath/Bemberg%20Fondation%20Toulouse%20-%20Self-portrait%20paintings%20by%20Henri%20Fantin-Latour.jpg
19800035/1294/49614,http://commons.wikimedia.org/wiki/Special:FilePath/Nato%2C%20vertegenwoordigers%2C%20Beaufre%2C%20Heusinger%2C%20Washington%2C%20Amerika%2C%20Bestanddeelnr%20093-1264.jpg
19800035/146/18571,http://commons.wikimedia.org/wiki/Special:FilePath/1%20a2%20-%201938aa1.jpg
LH/1210/49,http://commons.wikimedia.org/wiki/Special:FilePath/EMMANUEL%20DE%20GROUCHY%281766-1847%29.jpg
LH/1302/51,http://commons.wikimedia.org/wiki/Special:FilePath/Hirshauer02.JPG
LH/1818/30,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Meissonier%20by%20RJ%20Bingham%20ca%201860-75b.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Meissonier%20older.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Meissonier%20young.png
LH/2319/25,http://commons.wikimedia.org/wiki/Special:FilePath/Achille%20Richard.%20Lithograph%20by%20N.-E.%20Maurin.%20Wellcome%20L0025132.jpg
LH/689/5,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A8re-Lachaise%20-%20Division%2092%20-%20Degeorge%2004.jpg
19800035/1176/36127,http://commons.wikimedia.org/wiki/Special:FilePath/4%20et%205.11.65.%20Le%20Prince%20Philip%20d%27Angleterre%20visite%20Sud%20Aviation%20avec%20M.%20Servanty%20%281965%29%20-%2053Fi5474%20%28cropped%29.jpg
19800035/1375/58924,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Caquot%20%C3%A0%20Polytechnique.jpg
19800035/271/36270,http://commons.wikimedia.org/wiki/Special:FilePath/Maurice%20Blondel.jpg
19800035/799/90494,http://commons.wikimedia.org/wiki/Special:FilePath/Henri-Breuil-Mons.jpg
19800035/800/90662,http://commons.wikimedia.org/wiki/Special:FilePath/Pelliotpaul.jpg
19800035/97/12110,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Perret.jpg
C/0/36,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Charles%20Auguste%20Joseph%20de%20Flahaut.jpg
LH/1/60,http://commons.wikimedia.org/wiki/Special:FilePath/Anton%20abbadia.png
LH/1221/60,http://commons.wikimedia.org/wiki/Special:FilePath/Jodocus%20Sebastiaen%20van%20den%20Abeele%20-%20Portrait%20du%20peintre%20Gu%C3%A9rin.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Lef%C3%A8vre%2C%20Robert%20-%20Pierre%20Narcisse%20Gu%C3%A9rin.jpg
LH/1410/2,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Kuhlmann%20%281803-1881%29.jpg
LH/162/50,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Bedier%20portrait.jpg
LH/1995/9,http://commons.wikimedia.org/wiki/Special:FilePath/Edmond%20Nocard.jpg
LH/2758/1,http://commons.wikimedia.org/wiki/Special:FilePath/Adolphe%20Willette%201913.jpg
LH/2763/1,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Adolphe%20Wurtz.jpg
LH/2777/51,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric-Sigismond%20de%20Berckheim%20%281775-1819%29.jpg
LH/389/69,http://commons.wikimedia.org/wiki/Special:FilePath/Bufnoir%20Claude.tif
LH/691/41,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Paul%20Deh%C3%A9rain.gif
LH/751/57,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Auguste%20Desmarres.jpg
LH/945/4,http://commons.wikimedia.org/wiki/Special:FilePath/Fava%2C%20Amand%20Joseph.jpg
LH/779/32,http://commons.wikimedia.org/wiki/Special:FilePath/Mme%20Paulmier%20%28Otto%29.jpg
LH/1942/70,http://commons.wikimedia.org/wiki/Special:FilePath/Art%20and%20criticism%20-%20monographs%20and%20studies%20%281892%29%20%2814598120237%29.jpg
LH/25/63,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A8re-Lachaise%20-%20Division%2066%20-%20Alphand%2002.jpg
LH/352/24,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20Raymond%20Brascassat%20-%20Autoportrait.jpg
LH/657/5,http://commons.wikimedia.org/wiki/Special:FilePath/Alexis-Joseph%20Perignon%20-%20Jean-Pierre%20Dantan%20%281800-1869%29%2C%20sculpteur%2C%20modelant%20le%20buste%20de%20P%C3%A9rignon%2C%20en%201848%20-%20P940%20-%20Mus%C3%A9e%20Carnavalet.jpg
LH/765/65,http://commons.wikimedia.org/wiki/Special:FilePath/Eugene%20Francois%20Marie%20Joseph%20Deveria%2C%20Portrait%20of%20Charles%20Theodule%20Deveria%2C%201864%20cropped.jpg
19800035/460/61581,http://commons.wikimedia.org/wiki/Special:FilePath/Desgrange-1892.jpg
LH/1625/5,http://commons.wikimedia.org/wiki/Special:FilePath/Rouget%20-%20Louis-Ren%C3%A9-Madeleine%20Levassor%20de%20La%20Touche-Tr%C3%A9ville%2C%20contre-amiral%20en%201792%20%281745-1804%29.jpg
LH/2324/45,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspard%20de%20Prony.jpg
LH/2622/1,http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20Toussenel.jpg
LH/2675/103,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Varney.jpg
LH/371/23,http://commons.wikimedia.org/wiki/Special:FilePath/Broglie%20Albert.JPG
LH/1039/51,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Froc.jpg
19800035/18/2312,http://commons.wikimedia.org/wiki/Special:FilePath/Hautant%2C%20Albert%20CIPB1719.jpg
19800035/290/38985,http://commons.wikimedia.org/wiki/Special:FilePath/Jausion%2C%20Hubert%20CIPB1844.jpg
LH/1255/13,http://commons.wikimedia.org/wiki/Special:FilePath/Haardt.JPG
LH/1562/43,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Des%20Cloizeaux.jpg
LH/571/70,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Ludwig%20Colmar%20JS2.jpg
LH/795/45,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Charles%20Douay.jpg
LH/934/36,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Farre.jpg
LH/864/29,http://commons.wikimedia.org/wiki/Special:FilePath/Amiral%20duquesne.jpg
19800035/551/62987,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Auriol%2C%20Le%20Rire%2C%20Redon%2C%201895.jpg
LH/1881/68,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Milne%20Edwards%20Pirou%20BNF%20Gallica.jpg
LH/239/97,http://commons.wikimedia.org/wiki/Special:FilePath/Billault%2C%20Adolphe.jpg
LH/275/1,http://commons.wikimedia.org/wiki/Special:FilePath/Am%C3%A9d%C3%A9e%20Boll%C3%A9e%20p%C3%A8re.jpg
LH/2771/42,http://commons.wikimedia.org/wiki/Special:FilePath/Camp%20Reni%C3%A9%20-%20Poste%20de%20commandement%20%28colonel%20du%20152%C3%A8me%20faisant%20fonction%20de%20g%C3%A9n%C3%A9ral%20de%20Brigade%29%20-%20Willer-sur-Thur%20-%20M%C3%A9diath%C3%A8que%20de%20l%27architecture%20et%20du%20patrimoine%20-%20APD0000312.jpg
19800035/12/1524,http://commons.wikimedia.org/wiki/Special:FilePath/Anri%20deslandres.jpg
19800035/308/41477,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Munch.jpg
LH/1025/5,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Franchomme.png
LH/144/24,http://commons.wikimedia.org/wiki/Special:FilePath/Bau%C3%ABr%2C%20Bernard%20%28phot.%20Franck%29.jpeg
LH/2309/57,http://commons.wikimedia.org/wiki/Special:FilePath/Reyer2.jpg
LH/304/70,http://commons.wikimedia.org/wiki/Special:FilePath/AugusteBL.JPG
LH/316/6,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Boulanger%20-%20Autoportrait.jpg
LH/575/55,http://commons.wikimedia.org/wiki/Special:FilePath/CPM%20Combes.jpg
LH/818/26,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Duval%20Le%20Camus%20Portrait%20de%20Claude-Marie%20Dubufe%20sur%20fond%20de%20paysage.jpg
LH/87/75,http://commons.wikimedia.org/wiki/Special:FilePath/Engelmann%20-%20Louis-Albert%20Ghislain%20Bacler%20d%27Albe%20%281761-1824%29.jpg
LH/907/45,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lix%20Esquirou%20de%20Parieu.jpg
LH/936/54,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20docteur%20A.%20Faucon%20CIPB0478.jpg
LH/1238/10,http://commons.wikimedia.org/wiki/Special:FilePath/Guillemin%2C%20Auguste%20%28Mauritania%2C%201914-04%29.jpg
19800035/1445/67202,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Mac%20Orlan.jpg
19800035/174/22427,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Lecomte.jpg
LH/110/51,http://commons.wikimedia.org/wiki/Special:FilePath/Barbier%2C%20Jules%2C%20Nadar%2C%20Gallica.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Barbier%20-%20%27L%27Art%20fran%C3%A7ais%27%20-%20Gallica%20%28cropped%29.jpg
LH/121/38,http://commons.wikimedia.org/wiki/Special:FilePath/Adhemar%20Jean%20Claude%20Barre%20de%20Saint-Venant.jpg
LH/1216/67,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Gu%C3%A9niot.JPG
LH/1298/16,http://commons.wikimedia.org/wiki/Special:FilePath/Hetzel%20Atelier%20Nadar.jpg | http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Jules%20Hetzel%20by%20Nadar.png | http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Jules%20Hetzel%20caricature.png
LH/141/53,http://commons.wikimedia.org/wiki/Special:FilePath/Emile%20Baudot.jpg
LH/1816/46,http://commons.wikimedia.org/wiki/Special:FilePath/Megemouries.jpg
LH/2233/38,http://commons.wikimedia.org/wiki/Special:FilePath/Adrien%20Proust%20Nadar.jpg
19800035/23/2958,http://commons.wikimedia.org/wiki/Special:FilePath/Somain%20-%20Cimeti%C3%A8re%20de%20Somain%20%28B013%2C%20tombe%20de%20Georges%20Leduc%29.JPG
19800035/910/6256,http://commons.wikimedia.org/wiki/Special:FilePath/Chanoine%20Kir%20-%201963.jpg
LH/1170/52,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Gosselet.jpg
LH/1237/27,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Guillemet%201878.JPG | http://commons.wikimedia.org/wiki/Special:FilePath/GUILLEMET%20JEAN%20BAPTISTE%20ANTOINE.jpg
LH/219/1,http://commons.wikimedia.org/wiki/Special:FilePath/Termier%20-%20Marcel%20Bertrand%2C%201908%20%28page%206%20crop%29.jpg
LH/2704/10,http://commons.wikimedia.org/wiki/Special:FilePath/Vollon%20by%20Petit-1900.png
LH/480/27,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Changarnier.jpg
LH/558/33,http://commons.wikimedia.org/wiki/Special:FilePath/Augustin%20Cochin.JPG
19800035/70/8670,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20pr%C3%A9fet%20Georges%20Gaillard.jpg
LH/1352/70,http://commons.wikimedia.org/wiki/Special:FilePath/Baron%20Jankovitz.jpg
LH/263/63,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9n%C3%A9ral%20Alfred%20Bocher.jpg
